,Name,Latitude,Longitude,Elevation
2939,UN 9900,40.8540,-105.7021,3018.0
2940,UN 9900,39.6557,-107.4776,3018.0
2941,UN 9900,38.8421,-105.6324,3018.0
2942,Devils Slide,38.7354,-104.9276,3018.0
2943,Bald Ridge,37.2512,-106.3201,3018.0
2944,Newman Hill,37.6824,-108.0210,3018.0
2945,Maria Benchmark,39.0785,-105.7488,3017.0
2946,Grouse Mountain,39.4299,-105.5071,3017.0
2947,UN 9895,39.3818,-107.3401,3016.0
2948,UN 9895,39.1949,-105.6251,3016.0
2949,UN 9894,40.6715,-106.8076,3016.0
2950,Yellow Pine Ridge,38.5265,-106.5904,3016.0
2951,UN 9891,40.0640,-105.8229,3015.0
2952,UN 9890,37.5032,-107.1946,3014.0
2953,Grouse Mountain,38.6979,-105.1796,3014.0
2954,Holt Mountain,38.2076,-105.1654,3014.0
2955,UN 9889,38.9351,-105.4560,3014.0
2956,North Rock,37.4857,-107.1235,3014.0
2957,Little Sugarloaf Mountain,39.8335,-107.0749,3013.0
2958,UN 9882,38.7712,-105.8813,3012.0
2959,Spruce Mountain,38.1707,-107.9129,3012.0
2960,Horse Ridge,40.1468,-107.5488,3012.0
2961,UN 9880,38.6579,-105.1585,3011.0
2962,UN 9879,37.3951,-107.8954,3011.0
2963,Snyder Mountain,39.6713,-105.4324,3010.0
2964,East Three Knobs,38.7715,-107.3990,3010.0
2965,Baldy Mountain,37.3643,-107.7832,3010.0
2966,UN 9870,39.2726,-105.7126,3008.0
2967,Brush Mountain,40.8768,-107.2490,3008.0
2968,Captain Mountain,39.6379,-105.5279,3008.0
2969,UN 9868,38.4779,-108.5688,3008.0
2970,Guyot Hill,38.7249,-105.1632,3006.0
2971,UN 9860,37.4126,-107.6360,3005.0
2972,Marys Mountain,38.8343,-104.9735,3005.0
2973,Pilot Knob,40.6507,-107.1018,3005.0
2974,Blue Mountain,38.6937,-104.9160,3004.0
2975,Doe Ridge,38.8185,-105.4360,3004.0
2976,UN 9854,37.5007,-107.1879,3003.0
2977,Dice Hill,39.9349,-106.4393,3003.0
2978,UN 9852,38.0251,-105.0718,3003.0
2979,UN 9852,40.2360,-106.1454,3003.0
2980,Loco Hill,37.9240,-105.4479,3003.0
2981,UN 9850,38.8949,-105.7596,3002.0
2982,Miller Hill,38.2057,-107.0351,3002.0
2983,Baxter Point,39.1335,-107.9029,3002.0
2984,Bear Mountain,40.3649,-106.5351,3001.0
2985,UN 9845,38.1882,-106.2015,3001.0
2986,Burn Ridge,40.7049,-106.7810,3001.0
2987,North Ryder Peak,40.3679,-106.4632,3000.0
2988,UN 9844,37.8012,-107.1271,3000.0
2989,UN 9843,38.9037,-105.1860,3000.0
2990,UN 9842,37.3935,-107.3201,3000.0
2991,Suicide Mountain,39.5313,-106.9690,3000.0
2992,Pollock Knob,40.8946,-106.0571,3000.0
2993,Buck Mesa,38.9982,-107.4543,2998.0
2994,Thunder Butte,39.1718,-105.1976,2998.0
2995,Middle Three Knobs,38.7690,-107.4035,2998.0
2996,UN 9835,37.6590,-105.1957,2998.0
2997,Burro Mountain,40.1837,-107.3710,2998.0
2998,Bellyache Mountain,40.1449,-107.0412,2997.0
2999,UN 9833,39.1110,-105.7407,2997.0
3000,UN 9833,40.1065,-107.4274,2997.0
3001,Bald Mountain,38.7996,-106.2188,2997.0
3002,UN 9832,37.6076,-106.4863,2997.0
3003,East Antelope Mountain,38.6699,-105.5696,2996.0
3004,Logan Hill,39.1524,-105.7607,2996.0
3005,Hull Ridge,38.1715,-107.9513,2996.0
3006,South Baldy,38.0796,-107.8329,2996.0
3007,UN 9828,39.6626,-106.4954,2996.0
3008,Baker Mountain,40.3757,-106.6007,2994.0
3009,Flat Top,39.8201,-106.1554,2994.0
3010,UN 9822,38.5429,-105.6418,2994.0
3011,Sheep Mountain,38.8407,-104.9657,2993.0
3012,Spruce Mountain,39.9740,-106.6265,2993.0
3013,UN 9820,38.4649,-105.7413,2993.0
3014,Sneva Mountain,38.1299,-107.6079,2993.0
3015,Shock Hill,39.4907,-106.0565,2993.0
3016,Los Mogotes,37.0776,-106.1724,2993.0
3017,UN 9817,39.7693,-107.5443,2992.0
3018,UN 9810,39.9624,-105.9449,2990.0
3019,UN 9810,37.2679,-106.7585,2990.0
3020,UN 9810,40.1540,-106.7826,2990.0
3021,Little Pisgah Peak,38.6754,-105.1807,2989.0
3022,UN 9806,39.9649,-106.6279,2989.0
3023,UN 9805,38.1793,-106.2126,2989.0
3024,South Ryder Peak,40.3593,-106.4604,2989.0
3025,Alamaditas Mesa,37.1382,-106.2879,2988.0
3026,Pierson Mountain,40.3026,-105.4749,2988.0
3027,UN 9803,40.8312,-107.0196,2988.0
3028,Independence Mountain,40.9185,-106.4457,2986.0
3029,Centralia Mountain,39.8285,-105.3704,2986.0
3030,Sheep Mountain,40.4371,-105.5285,2985.0
3031,Castle Rock,38.8282,-105.9804,2985.0
3032,Derby Mesa,39.8726,-107.0418,2984.0
3033,Prosser Rock,38.3460,-106.6788,2983.0
3034,Lily Mountain,40.3193,-105.5412,2983.0
3035,UN 9782,37.1960,-105.0585,2982.0
3036,Stove Mountain,38.7660,-104.9204,2982.0
3037,Ute Mountain,39.9426,-105.5843,2982.0
3038,UN 9781,38.5229,-105.7290,2981.0
3039,UN 9780,37.0712,-105.3290,2981.0
3040,Mock Hill,38.2032,-105.1499,2981.0
3041,UN 9780,37.7993,-106.4179,2981.0
3042,Spruce Ridge,38.0654,-107.8818,2981.0
3043,Johnson Mountain,37.1507,-106.6640,2980.0
3044,Southwest Three Knobs,38.7668,-107.4051,2979.0
3045,The Knob,38.6954,-107.4154,2979.0
3046,Copper Mountain,38.4862,-105.7663,2978.0
3047,West Baldy,38.1179,-107.9004,2977.0
3048,UN 9765,40.9826,-106.8671,2976.0
3049,Nipple Mountain,37.7012,-108.2843,2976.0
3050,UN 9761,40.8465,-107.0496,2975.0
3051,Indian Benchmark,38.2426,-107.1635,2974.0
3052,UN 9756,38.9054,-105.7071,2974.0
3053,Twin Mountain,40.8579,-106.9096,2974.0
3054,UN 9755,39.9482,-106.0871,2973.0
3055,UN 9754,37.9143,-106.4240,2973.0
3056,UN 9752,39.1132,-105.5054,2972.0
3057,UN 9750,38.2307,-106.3332,2972.0
3058,Rocky Point,39.9432,-105.9315,2972.0
3059,Devils Head,39.2604,-105.1015,2971.0
3060,UN 9748,38.9032,-106.9738,2971.0
3061,UN 9742,37.1521,-105.3154,2969.0
3062,Reno Mountain,39.2551,-107.5651,2969.0
3063,Flattop Mountain,37.7918,-108.3174,2969.0
3064,UN 9740,40.6382,-105.5968,2969.0
3065,Lion Head,40.3101,-105.4682,2969.0
3066,UN 9740,37.4432,-107.5215,2969.0
3067,UN 9740,40.1840,-107.0804,2969.0
3068,UN 9740,39.8162,-105.3515,2969.0
3069,"Tom, Mount",38.3212,-106.6390,2969.0
3070,Baldy Mountain,38.7171,-105.5924,2969.0
3071,Alps Hill,39.7868,-105.5424,2969.0
3072,Baldy Mountain,40.1674,-107.5332,2969.0
3073,Soap Mesa,38.5124,-107.3888,2968.0
3074,Saddle Mountain,40.7318,-107.0268,2968.0
3075,UN 9736,38.7346,-105.6238,2968.0
3076,UN 9735,37.3918,-106.9329,2967.0
3077,UN 9735,38.1743,-106.1937,2967.0
3078,UN 9733,37.8182,-106.8346,2967.0
3079,UN 9732,39.4749,-106.3493,2966.0
3080,UN 9732,38.8257,-106.0151,2966.0
3081,Spruce Mountain,38.4346,-108.5038,2966.0
3082,North Saddle Peak,38.7118,-107.5251,2965.0
3083,UN 9728,40.3843,-106.7382,2965.0
3084,Ormes Peak,38.9507,-104.9349,2965.0
3085,UN 9726,40.9229,-106.5932,2964.0
3086,Lead Mountain,38.1824,-105.2071,2964.0
3087,Iron Mountain,40.8576,-106.9885,2964.0
3088,UN 9725,39.3521,-107.3301,2964.0
3089,Calumet Mountain,38.6399,-105.9479,2964.0
3090,UN 9723,40.2762,-105.7699,2964.0
3091,UN 9722,40.2643,-106.6624,2963.0
3092,Aspen Mountain,39.1765,-106.8296,2963.0
3093,Saint Peters Dome,38.7474,-104.9115,2963.0
3094,Poverty Mesa,38.4724,-107.6190,2961.0
3095,Middle Mountain,37.3382,-107.2338,2961.0
3096,Eagle Rock,39.2240,-105.6640,2960.0
3097,Signal Hill,38.7326,-105.1818,2960.0
3098,Bull Mountain,40.5671,-106.0065,2959.0
3099,Bergen Peak,39.6662,-105.3951,2959.0
3100,Elk Knob,39.2029,-107.4851,2959.0
3101,Moseley Ridge,38.8226,-107.3013,2958.0
3102,UN 9706,38.2512,-107.1824,2958.0
3103,UN 9706,39.0593,-105.4857,2958.0
3104,UN 9705,40.0274,-106.7199,2958.0
3105,Beacon Hill,38.7171,-105.1671,2958.0
3106,Cleveland Mountain,38.4854,-106.0993,2958.0
3107,UN 9704,40.2049,-106.0085,2958.0
3108,UN 9702,38.1185,-105.1682,2957.0
3109,Pi�on Mesa Highpoint,38.8260,-108.7724,2957.0
3110,UN 9700,39.8279,-106.7076,2957.0
3111,UN 9700,38.1999,-106.0157,2957.0
3112,Wilson Mesa,40.1765,-107.5146,2957.0
3113,Doghead Mountain,39.4146,-107.9371,2957.0
3114,Buford Peak,39.9760,-107.5546,2957.0
3115,Mansfield Hill,40.8935,-106.0390,2956.0
3116,UN 9694,38.1726,-105.2768,2955.0
3117,The Little Wall North,37.0135,-105.0957,2955.0
3118,The Castle,39.3110,-105.3804,2954.0
3119,Swinehart Ridge,38.1951,-107.0396,2953.0
3120,"Robinson, Mount",38.1140,-105.3454,2952.0
3121,Belleview Mountain,39.7637,-105.5424,2952.0
3122,Pilot Knob,39.0124,-107.4668,2951.0
3123,Ninemile Mountain,39.9982,-105.9526,2951.0
3124,Alexander Benchmark,38.0068,-106.2446,2951.0
3125,Uncompahgre Butte,38.5765,-108.6468,2950.0
3126,UN 9678,40.9029,-107.0479,2950.0
3127,Iris Benchmark,38.4290,-106.8335,2949.0
3128,UN 9676,37.2304,-106.2879,2949.0
3129,UN 9675,40.0685,-106.7313,2949.0
3130,UN 9672,37.4779,-105.1399,2948.0
3131,UN 9670,38.8765,-105.5290,2947.0
3132,UN 9667,40.3268,-106.4757,2947.0
3133,UN 9667,40.3771,-106.2074,2947.0
3134,UN 9666,37.7076,-106.6321,2946.0
3135,Spicer Peak,40.4454,-106.3957,2946.0
3136,UN 9664,39.7940,-107.8038,2946.0
3137,UN 9663,39.1774,-107.2590,2945.0
3138,Diamond Peak,40.9504,-108.8779,2944.0
3139,Curley Peak,38.3215,-105.3046,2944.0
3140,UN 9660,38.0093,-108.0157,2944.0
3141,UN 9660,40.2510,-106.3337,2944.0
3142,"""Notch Mountain""",38.9299,-104.9568,2944.0
3143,UN 9660,40.2196,-106.5874,2944.0
3144,South Burno Mountain,38.4804,-105.7287,2944.0
3145,Bellyache Mountain,39.5943,-106.6649,2944.0
3146,Coal Ridge,39.3560,-107.5401,2944.0
3147,Eldorado Mountain,39.9574,-105.5638,2944.0
3148,Barnes Mountain,37.3788,-107.9054,2944.0
3149,River Hill,37.7379,-107.2149,2944.0
3150,Dog Mountain,37.6051,-106.3460,2944.0
3151,UN 9655,40.1154,-105.7849,2943.0
3152,Sheep Mountain,38.2907,-105.7513,2943.0
3153,Douglas Mountain,39.7871,-105.3768,2942.0
3154,Spencer Mountain,39.9432,-105.5726,2941.0
3155,Dory 2 Benchmark,39.8224,-105.4796,2940.0
3156,Belmear Mountain,37.7474,-108.3924,2940.0
3157,UN 9645,40.2671,-106.1065,2940.0
3158,UN 9645,38.2404,-107.0815,2940.0
3159,Clark Ridge,39.7857,-107.5960,2940.0
3160,Slow Trail Ridge,39.5276,-106.8729,2939.0
3161,Chiquito Peak,37.3512,-106.2446,2939.0
3162,Crystal Peak,38.9962,-105.2893,2937.0
3163,Little Sand Mountain,38.7393,-107.4813,2937.0
3164,UN 9635,38.7282,-105.8565,2937.0
3165,Rodgers Benchmark,38.8926,-105.5743,2936.0
3166,UN 9634,40.6201,-105.8099,2936.0
3167,Sugarloaf Mountain,38.7335,-104.9149,2936.0
3168,UN 9632,38.2718,-106.7760,2936.0
3169,House Rock,40.2651,-105.4882,2936.0
3170,UN 9630,39.0576,-105.8313,2935.0
3171,Red Mountain,38.7735,-105.1985,2935.0
3172,Triad Ridge,38.8135,-106.0510,2935.0
3173,Sugarloaf Mountain,39.8224,-107.0621,2935.0
3174,Fishers Peak,37.0982,-104.4626,2934.0
3175,Fishers Peak Mesa,37.0735,-104.4496,2934.0
3176,UN 9624,39.2651,-106.8093,2933.0
3177,White Slide,39.0801,-108.0890,2933.0
3178,Little Baldy Mountain,39.4174,-107.4626,2933.0
3179,UN 9621,40.4790,-106.7465,2932.0
3180,Hastings Mesa,40.6907,-107.0951,2932.0
3181,Anthracite Ridge,38.0585,-107.9682,2932.0
3182,UN 9620,38.9115,-106.1165,2932.0
3183,UN 9620,38.9210,-104.9468,2932.0
3184,Dory Hill,39.8385,-105.4876,2932.0
3185,Specie Mesa,37.9985,-108.0668,2932.0
3186,Sheephorn Mountain,39.9576,-106.4449,2932.0
3187,Lone Rock,39.9504,-107.5274,2932.0
3188,J K Ridge,37.8338,-106.5332,2932.0
3189,Cathedral Peak,38.5865,-107.5126,2932.0
3190,UN 9618,38.5301,-105.6307,2932.0
3191,UN 9617,40.0721,-106.0135,2931.0
3192,Grannys Nightcap,40.3312,-106.4507,2930.0
3193,UN 9611,37.8204,-105.4018,2929.0
3194,Little Sheep Mountain,37.7210,-105.2113,2929.0
3195,UN 9610,37.8215,-106.3660,2929.0
3196,Round Mountain,38.3040,-107.2482,2929.0
3197,Bald Mountain,38.7813,-106.0335,2928.0
3198,Lumpy Ridge,40.4107,-105.5324,2928.0
3199,Horse Mountain,39.7738,-106.7663,2927.0
3200,Rock Benchmark,39.8154,-105.4790,2925.0
3201,UN 9595,38.7843,-105.2199,2925.0
3202,UN 9595,40.8568,-107.0451,2925.0
3203,Quartz Hill,39.7885,-105.5363,2924.0
3204,Bear Peak,38.1899,-105.3285,2923.0
3205,UN 9589,37.3660,-107.9624,2923.0
3206,UN 9588,40.8324,-106.9626,2922.0
3207,UN 9585,37.2090,-105.3526,2922.0
3208,Steepy Mountain,38.4001,-106.4410,2922.0
3209,Wilson Mesa West,37.9535,-107.9954,2921.0
3210,Carter Mountain,40.2912,-106.4263,2920.0
3211,UN 9580,39.7926,-105.4274,2920.0
3212,UN 9580,39.0018,-105.2915,2920.0
3213,UN 9580,40.1521,-106.0110,2920.0
3214,UN 9580,38.8038,-107.2507,2920.0
3215,UN 9580,40.2526,-106.5963,2920.0
3216,Quaker Mesa,39.2679,-107.4207,2920.0
3217,UN 9578,39.4685,-106.9882,2919.0
3218,"Chauncey, Mount",40.0785,-105.9996,2918.0
3219,McIntyre Mountain,38.7860,-105.4038,2918.0
3220,UN 9570,38.3857,-106.9460,2917.0
3221,Game Ridge,38.1043,-105.3240,2917.0
3222,Saddleback Mountain,39.7162,-105.4318,2916.0
3223,Cheyenne Mountain,38.7371,-104.8807,2915.0
3224,UN 9565,40.8212,-106.8104,2915.0
3225,Sawtooth Mountain,40.8199,-107.2612,2915.0
3226,UN 9564,38.7604,-105.4754,2915.0
3227,UN 9564,38.9046,-105.7188,2915.0
3228,UN 9563,37.5707,-106.3599,2915.0
3229,Lizard Rock,39.1632,-105.4607,2914.0
3230,Windy Point,38.4579,-108.5385,2914.0
3231,Middle Mountain,40.9771,-108.9460,2914.0
3232,City Mountain,40.8818,-107.0026,2913.0
3233,Midland Hill,38.8412,-106.0965,2913.0
3234,Rams Horn Mountain,40.3346,-105.5468,2913.0
3235,Bald Hill,39.1179,-105.8438,2913.0
3236,Hightower Mountain,39.2654,-107.6368,2912.0
3237,UN 9554,40.8971,-107.0268,2912.0
3238,UN 9552,39.4437,-105.4865,2911.0
3239,UN 9551,39.4943,-107.0196,2911.0
3240,Douglas Mountain,39.7521,-105.6763,2911.0
3241,Elkhorn Mountain,40.9879,-106.9654,2911.0
3242,UN 9550,38.4115,-106.4776,2911.0
3243,UN 9550,38.7996,-105.2315,2911.0
3244,UN 9547,38.9468,-105.9351,2910.0
3245,Baker Mountain,39.2193,-105.6865,2909.0
3246,Coal Mountain,40.2593,-106.3507,2909.0
3247,Payne Mesa,38.3882,-108.3040,2908.0
3248,UN 9541,37.5093,-107.5449,2908.0
3249,UN 9540,40.5576,-105.5546,2908.0
3250,UN 9540,37.8649,-105.4071,2908.0
3251,UN 9540,39.8421,-106.0721,2908.0
3252,UN 9540,40.2790,-106.2346,2908.0
3253,UN 9540,38.7682,-105.5451,2908.0
3254,UN 9540,39.4146,-106.9146,2908.0
3255,UN 9540,40.9032,-105.6685,2908.0
3256,"""Mount Esther""",38.9179,-105.0163,2908.0
3257,Porcupine Ridge,40.0440,-106.9629,2908.0
3258,UN 9538,38.1493,-106.2215,2907.0
3259,Steep Mountain,40.3432,-105.6243,2907.0
3260,Cap Rock Ridge,38.6857,-105.4332,2907.0
3261,Promontory Ridge,39.8562,-105.4388,2906.0
3262,Shaw Mesa,37.6610,-106.5588,2906.0
3263,UN 9533,38.9735,-105.7540,2906.0
3264,UN 9532,38.2149,-106.0351,2905.0
3265,Link Spring Ridge,39.2190,-105.8187,2905.0
3266,UN 9529,40.8143,-106.7929,2904.0
3267,Indian Benchmark,38.2499,-107.2176,2904.0
3268,Grill Hill,38.5037,-105.5729,2904.0
3269,UN 9525,40.2793,-106.3501,2903.0
3270,Spinney Mountain,38.9868,-105.6129,2903.0
3271,Sheep Knob,38.4585,-107.5829,2903.0
3272,Black Mountain,40.1407,-106.2068,2903.0
3273,McIntosh Mountain,38.5751,-107.0146,2903.0
3274,UN 9522,39.1193,-107.5893,2902.0
3275,UN 9522,38.5868,-105.8079,2902.0
3276,UN 9519,38.1565,-106.4379,2901.0
3277,UN 9519,38.1449,-105.2121,2901.0
3278,Monument Hill,38.5254,-108.6110,2901.0
3279,Yarmony Mountain,39.9129,-106.6404,2900.0
3280,UN 9514,39.0437,-105.2846,2900.0
3281,Stony Ridge,39.3035,-107.3154,2900.0
3282,"Tyndall, Mount",38.1324,-105.3332,2899.0
3283,UN 9510,38.7943,-106.0151,2899.0
3284,Hamilton Baldy,38.3532,-105.8446,2899.0
3285,UN 9509,38.4421,-105.9129,2898.0
3286,Browning Mountain,38.7635,-107.4201,2898.0
3287,UN 9507,38.9063,-105.7285,2898.0
3288,Houghland Hill,38.1329,-106.2968,2897.0
3289,UN 9503,39.3907,-107.7874,2897.0
3290,UN 9502,38.9029,-105.9204,2896.0
3291,"""Visitor Point""",39.8274,-105.3976,2896.0
3292,"""The Wigwam""",39.2551,-105.3593,2896.0
3293,UN 9500,39.5171,-105.4151,2896.0
3294,North Burno Mountain,38.5001,-105.7190,2896.0
3295,UN 9500,40.2754,-106.6346,2896.0
3296,UN 9500,38.9546,-104.9129,2896.0
3297,Bierstadt Moraine,40.3249,-105.6249,2896.0
3298,Spruce Ridge,38.1760,-107.5985,2896.0
3299,Crawford Benchmark,38.8126,-108.8865,2895.0
3300,Flat Top Mountain,39.2829,-107.4335,2895.0
3301,Kruger Mountain,37.4474,-105.1040,2895.0
3302,Old Benchmark,38.1735,-106.0015,2894.0
3303,"""Crystal Hill""",37.9460,-106.3074,2894.0
3304,UN 9495,40.5812,-105.5165,2894.0
3305,UN 9495,38.6612,-105.8432,2894.0
3306,Little Mountain,40.8282,-106.9363,2893.0
3307,UN 9492,40.0982,-105.8204,2893.0
3308,UN 9491,40.2396,-106.2313,2893.0
3309,UN 9490,38.9635,-105.9513,2893.0
3310,UN 9490,38.1479,-105.2621,2893.0
3311,Bradley Peak,39.1710,-105.4940,2892.0
3312,UN 9488,37.3860,-107.6771,2892.0
3313,UN 9487,37.2685,-106.2849,2892.0
3314,UN 9487,39.0493,-105.9110,2892.0
3315,Pringle Hill,38.1049,-105.3449,2891.0
3316,Tolvar Peak,38.3121,-107.1399,2890.0
3317,Kineo Mountain,38.7904,-104.9307,2889.0
3318,South Mountain,37.7907,-108.3990,2889.0
3319,Pi�on Hills Highpoint,37.1401,-105.8243,2888.0
3320,UN 9475,40.2918,-105.4860,2888.0
3321,Lookout Point,38.7329,-105.2074,2888.0
3322,Slide Rock Mountain,38.3129,-105.7921,2887.0
3323,Miramonte Mountain,39.8882,-105.3962,2887.0
3324,UN 9472,38.7496,-105.5646,2887.0
3325,Harp Point,40.2093,-107.3024,2887.0
3326,Bald Mountain,38.0915,-105.3257,2886.0
3327,UN 9466,40.2149,-105.9465,2885.0
3328,Sierra de La Lola,38.0965,-106.2674,2885.0
3329,Lions Head,39.5029,-105.4207,2884.0
3330,Sawmill Mountain,40.0854,-107.6635,2884.0
3331,UN 9460,39.5418,-107.2032,2883.0
3332,UN 9460,38.3312,-107.1221,2883.0
3333,"Manitou, Mount",38.8646,-104.9638,2883.0
3334,UN 9460,39.7510,-107.8518,2883.0
3335,UN 9460,40.5857,-105.5010,2883.0
3336,Bald Mountain,38.9835,-105.0182,2883.0
3337,Tracy Hill,38.8993,-105.1632,2883.0
3338,Signal Butte,39.0582,-105.2226,2883.0
3339,Promontory Divide Highpoint,37.9235,-105.2632,2882.0
3340,UN 9454,39.5960,-107.2738,2882.0
3341,UN 9454,37.2710,-105.0382,2882.0
3342,UN 9447,37.3604,-107.9871,2879.0
3343,UN 9447,39.5157,-105.4276,2879.0
3344,Floyd Peak,40.7018,-106.8049,2879.0
3345,Jacobs Hill,37.3363,-106.2699,2879.0
3346,Bakers Peak,40.9182,-107.4565,2879.0
3347,Buffalo Peak,40.4712,-106.3443,2878.0
3348,Diamond Mountain,40.3851,-106.5112,2878.0
3349,Green Mountain,38.4521,-106.8335,2878.0
3350,"""Lone Pine""",38.9426,-104.9176,2877.0
3351,UN 9437,38.9746,-105.7988,2876.0
3352,UN 9436,39.5743,-106.8535,2876.0
3353,UN 9434,40.0276,-105.8104,2875.0
3354,Horse Mountain,39.7157,-107.8274,2875.0
3355,UN 9430,38.7307,-108.8093,2874.0
3356,Pocahontas Hill,38.1060,-105.3332,2874.0
3357,Riley Peak,39.4843,-105.2810,2874.0
3358,UN 9427,40.9174,-106.4079,2873.0
3359,UN 9425,39.6049,-106.5799,2873.0
3360,Hackett Mountain,39.0846,-105.2874,2872.0
3361,Blodgett Peak,38.9587,-104.9071,2872.0
3362,Sheep Mountain,40.7715,-106.5082,2872.0
3363,UN 9422,38.9301,-105.4446,2872.0
3364,UN 9421,37.8718,-106.3688,2872.0
3365,San Toy Mountain,40.0026,-106.4424,2871.0
3366,Fitzpatrick Mesa,38.4132,-107.4296,2871.0
3367,UN 9420,38.7129,-106.8107,2871.0
3368,Blue Mountain,39.8746,-105.3546,2871.0
3369,UN 9420,38.8271,-105.3696,2871.0
3370,UN 9420,40.0879,-106.6801,2871.0
3371,UN 9420,38.1949,-106.5062,2871.0
3372,UN 9420,39.3735,-107.3263,2871.0
3373,UN 9420,38.8285,-106.8463,2871.0
3374,Castle Rock,37.4974,-107.1840,2871.0
3375,Haycamp Mesa,37.5440,-108.2332,2871.0
3376,Grandview Rock,38.8462,-104.9740,2871.0
3377,Green Mountain,39.8901,-106.3271,2871.0
3378,Rampart Hills,37.4307,-108.1993,2870.0
3379,Black Mountain,37.2690,-108.8051,2869.0
3380,Love Mesa,38.4874,-108.5493,2869.0
3381,Dillon Mesa,38.5232,-107.2476,2869.0
3382,UN 9410,38.7179,-104.8946,2868.0
3383,West South Mountain,37.8093,-108.4560,2868.0
3384,Sheep Rock,38.8615,-105.2307,2868.0
3385,Rosebud Hill,38.7210,-105.1743,2868.0
3386,UN 9406,38.5040,-105.5532,2867.0
3387,UN 9403,38.4090,-106.7051,2866.0
3388,UN 9402,38.6476,-105.8060,2866.0
3389,UN 9402,38.6049,-105.9540,2866.0
3390,UN 9402,37.9543,-106.2876,2866.0
3391,"""South Peak""",38.9965,-104.9171,2865.0
3392,UN 9398,40.0187,-105.9007,2865.0
3393,Waterdog Peak,38.3874,-107.6746,2863.0
3394,UN 9393,38.4404,-105.7279,2863.0
3395,UN 9390,38.1818,-105.2543,2862.0
3396,UN 9389,38.9624,-105.8288,2862.0
3397,"""Cascade Mountain""",38.8888,-104.9843,2861.0
3398,Little Baldy Mountain,38.5921,-105.8593,2861.0
3399,UN 9386,39.5712,-106.8435,2861.0
3400,UN 9386,39.8174,-105.4407,2861.0
3401,UN 9385,39.7760,-106.6104,2861.0
3402,UN 9384,38.2249,-106.0793,2860.0
3403,UN 9380,39.0254,-105.4865,2859.0
3404,UN 9380,39.1529,-105.4976,2859.0
3405,UN 9380,38.9812,-104.9224,2859.0
3406,Cade Mountain,37.3812,-107.0676,2859.0
3407,Long Point Mountain,38.5510,-108.5976,2859.0
3408,Sunshine Point,37.9351,-107.9115,2859.0
3409,UN 9380,39.6082,-106.0254,2859.0
3410,UN 9380,38.7337,-105.6135,2859.0
3411,Locke Mountain,38.2865,-105.2510,2859.0
3412,Spruce Point,39.0712,-108.0974,2859.0
3413,Panorama Point,39.8760,-105.4374,2859.0
3414,Chimney Rocks,39.1196,-107.5965,2859.0
3415,UN 9376,37.5101,-105.1401,2858.0
3416,McIntyre Ridge,38.1224,-106.0796,2858.0
3417,Lookout Mountain,38.1276,-105.3699,2858.0
3418,UN 9374,37.6051,-107.7960,2857.0
3419,Tyler Mountain,40.1957,-106.5190,2857.0
3420,Mexican Ridge North,40.4996,-106.5543,2856.0
3421,Ironclad Mountain,40.4096,-106.4432,2856.0
3422,Strawberry Bench,40.0954,-105.7412,2856.0
3423,"Fairview, Mount",38.1149,-105.3663,2856.0
3424,"""Eagle Peak""",38.9996,-104.9157,2855.0
3425,Trail Mountain,40.1882,-105.9660,2855.0
3426,UN 9367,38.2101,-106.4946,2855.0
3427,"Deception, Mount",39.0987,-105.0593,2854.0
3428,Rick Mountain,38.5760,-105.9301,2854.0
3429,Wells Ridge,39.8263,-107.7410,2854.0
3430,Boston Peak,40.7068,-105.7651,2854.0
3431,Parker Ridge,39.7337,-107.8201,2854.0
3432,UN 9358,37.5571,-105.1554,2852.0
3433,UN 9356,38.7471,-105.4946,2852.0
3434,Kruger Rock,40.3385,-105.4854,2851.0
3435,UN 9354,40.6362,-106.8415,2851.0
3436,Burnt Mountain,40.0751,-105.4738,2851.0
3437,UN 9352,38.7404,-105.2285,2850.0
3438,Uranium Peak,40.1285,-107.7032,2850.0
3439,UN 9350,39.5676,-106.8282,2850.0
3440,Eagle Rock,37.8165,-106.3693,2850.0
3441,Lake Hill,39.6137,-106.0679,2850.0
3442,Gray Back Peak,38.7113,-104.9001,2849.0
3443,UN 9346,37.1862,-105.3515,2849.0
3444,Middle Mountain,40.7593,-105.8715,2848.0
3445,UN 9343,39.1801,-105.0279,2848.0
3446,UN 9342,40.5899,-105.5326,2847.0
3447,Two V Benchmark,38.8390,-108.9268,2847.0
3448,Tanner Peak,38.3626,-105.3146,2847.0
3449,UN 9340,40.0235,-106.6738,2847.0
3450,UN 9340,39.4960,-105.5107,2847.0
3451,UN 9340,39.8396,-105.4243,2847.0
3452,"Thomas, Mount",39.8665,-105.4482,2847.0
3453,Rooster Rock,37.4962,-107.1843,2847.0
3454,Red Elephant Point,39.7779,-107.8204,2847.0
3455,Sulphur Mountain,39.0332,-105.6421,2847.0
3456,Antelope Butte,38.0585,-105.2988,2846.0
3457,UN 9335,37.8510,-105.4060,2845.0
3458,Ralston Roost,39.8382,-105.4243,2845.0
3459,Beryl Mountain,40.8312,-106.9221,2844.0
3460,Quaker Mountain,40.6968,-107.1610,2844.0
3461,UN 9330,40.4121,-106.4899,2844.0
3462,UN 9328,40.0821,-105.8493,2843.0
3463,Snipe Mountain,38.6079,-108.6121,2843.0
3464,Hay Flat,39.8535,-107.8415,2842.0
